RefSoil ID	NCBI ID	Taxon ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism	RAST ID	Downloaded	Notes	Old_Assembly_Num		Inlcuded_in_my_RefSoil	Truncated_RefSoil	New_organism_name	New_Assembly_Num		Truncated_RefSoil
RefSoil_320	NC_012563.1	536232	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A2 str. Kyoto	536232.14	y		GCF_000022765.1		y	y	Clostridium botulinum A2 str. Kyoto	GCF_000022765.1	y	y
RefSoil_321	NC_012632.1	427318	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus M.16.27	427318.15	y		GCF_000022425.1		y	y	Sulfolobus islandicus M.16.27	GCF_000022425.1	y	y
RefSoil_322	NC_012658.1	515621	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum Ba4 str. 657	515621.9	y		GCF_000020345.1		y	y	Clostridium botulinum Ba4 str. 657	GCF_000020345.1	y	y
RefSoil_323	NC_012659.1	592021	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	Bacillus anthracis str. A0248	592021.26	y		GCF_000022865.1		y	n	Bacillus anthracis str. A0248	GCF_000022865.1	y	n
RefSoil_324	NC_012660.1	216595	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Pseudomonas fluorescens SBW25	216595.23	y		GCF_000009225.2		y	y	Pseudomonas fluorescens SBW25	GCF_000009225.2	y	y
RefSoil_325	NC_012669.1	471853	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae	Beutenbergia cavernae DSM 12333	471853.16	y		GCF_000023105.1		y	n	Beutenbergia cavernae DSM 12333	GCF_000023105.1	y	n
RefSoil_326	NC_012673.1	360911	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium		Exiguobacterium sp. AT1b	360911.15	y		GCF_000023045.1		y	n	Exiguobacterium sp. AT1b	GCF_000023045.1	y	n
RefSoil_327	"NC_012724.2,NC_012721.2"	626418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae	Burkholderia glumae BGR1	"626418.2,626418.21"	y		GCF_000022645.2		y	y	Burkholderia glumae BGR1	GCF_000022645.2	y	y
RefSoil_328	NC_012726.1	426118	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus M.16.4	426118.14	y		GCF_000022445.1		y	n	Sulfolobus islandicus M.16.4	GCF_000022445.1	y	n
RefSoil_329	NC_012731.1	484021	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumonia	484021.61	y		GCF_000742755.1		y	n	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	GCF_000009885.1	y	n
RefSoil_330	NC_012778.1	515620	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens	[Eubacterium] eligens ATCC 27750	515620.11	y		GCF_000146185.1		y	y	[Eubacterium] eligens ATCC 27750	GCF_000146185.1	y	y
RefSoil_331	"NC_012791.1,NC_012792.1"	543728	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	Variovorax paradoxus S110	"543728.16,543728.15"	y		GCF_000834655.1		y	n	Variovorax paradoxus S110	GCF_000834655.1	y	n
RefSoil_332	NC_012796.1	573370	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus	Desulfovibrio magneticus RS-1	573370.19	y		GCF_000010665.1		y	y	Solidesulfovibrio magneticus RS-1	GCF_000010665.1	y	y
RefSoil_333	NC_012803.1	465515	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	Micrococcus luteus NCTC 2665	465515.32	y		GCF_000023205.1		y	n	Micrococcus luteus NCTC 2665	GCF_000023205.1	y	n
RefSoil_334	NC_012850.1	395491	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Rhizobium leguminosarum bv. trifolii WSM1325	395491.85	y		GCF_000023185.1		y	n	Rhizobium leguminosarum bv. trifolii WSM1325	GCF_000023185.1	y	n
RefSoil_335	"NC_012856.1,NC_012857.1"	428406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	Ralstonia pickettii 12D	"428406.26,428406.25"	y		GCF_902374465.1		y	n	Ralstonia pickettii 12D	GCF_902374465.1	y	n
RefSoil_336	NC_012881.1	526222	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio salexigens	Desulfovibrio salexigens DSM 2638	526222.12	y		GCF_000023445.1		y	n	Maridesulfovibrio salexigens DSM 2638	GCF_000023445.1	y	n
RefSoil_337	NC_012917.1	561230	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	Pectobacterium carotovorum subsp. carotovoru	561230.21	y		GCF_000023605.1		y	n	Pectobacterium carotovorum subsp. carotovorum PC1	GCF_000023605.1	y	n
RefSoil_338	NC_012918.1	443144	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter		Geobacter sp. M21	443144.8	y		0		n	n	Geobacter sp. M21	GCF_027327745.1	n	n
RefSoil_339	NC_012947.1	866768	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768.7	y	for some reason not downloaded originally? Was still able to access genome assembly number	GCF_000023665.1		y	y	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	GCF_000023665.1	y	y
RefSoil_340	NC_012967.1	413997	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli B str. REL606	413997.14	y		GCF_000017985.1		y	n	Escherichia coli B str. REL606	GCF_000017985.1	y	n
RefSoil_341	NC_012971.2	469008	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli BL21(DE3)	469008.34	y		GCF_000009565.1		y	n	Escherichia coli BL21(DE3)	GCF_000009565.1	y	n
RefSoil_342	NC_012988.1	661410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	Methylobacterium extorquens DM4	661410.1	y		GCF_000083545.1		y	y	Methylorubrum extorquens DM4	GCF_000083545.1	y	y
RefSoil_343	NC_013016.1	662598	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	Neisseria meningitidis alpha14	662598.14	y		GCF_000083565.1		y	y	Neisseria meningitidis alpha14	GCF_000083565.1	y	y
RefSoil_344	NC_013061.1	485917	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus	Pedobacter heparinus DSM 2366	485917.14	y		GCF_000023825.1		y	y	Pedobacter heparinus DSM 2366	GCF_000023825.1	y	y
RefSoil_345	NC_013062.1	531844	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			Flavobacteriaceae bacterium 3519-10	531844.12	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000023725.1 		y	n	Flavobacteriaceae bacterium 3519-10	GCF_000023725.1	y	n
RefSoil_347	"NC_013119.1,NC_013118.1"	568815	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella microti	Brucella microti CCM 4915	"568815.26,568815.25"	y		GCF_000022745.1		y	n	Brucella microti CCM 4915	GCF_000022745.1	y	n
RefSoil_348	NC_013131.1	479433	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	Catenulispora acidiphila DSM 44928	479433.15	y		GCF_000024025.1		y	n	Catenulispora acidiphila DSM 44928	GCF_000024025.1	y	n
RefSoil_349	NC_013132.1	485918	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	Chitinophaga pinensis DSM 2588	485918.14	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000024005.1		y	y	Chitinophaga pinensis DSM 2588	GCF_000024005.1	y	y
RefSoil_350	NC_013159.1	471857	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis	Saccharomonospora viridis DSM 43017	471857.13	y		GCF_000023865.1		y	n	Saccharomonospora viridis DSM 43017	GCF_000023865.1	y	n
RefSoil_351	NC_013161.1	395962	Bacteria	Cyanobacteria		Chroococcales		Cyanothece		Cyanothece sp. PCC 8802	395962.14	y		0		n	n	Rippkaea orientalis PCC 8802	GCF_000021805.1	n	n
RefSoil_352	NC_013173.1	525897	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium baculatum	Desulfomicrobium baculatum DSM 4028	525897.11	y		GCF_000023225.1		y	n	Desulfomicrobium baculatum DSM 4028	GCF_000023225.1	y	n
RefSoil_353	NC_013194.1	522306	Bacteria	Proteobacteria	Betaproteobacteria			Candidatus Accumulibacter	Candidatus Accumulibacter phosphatis	Candidatus Accumulibacter phosphatis clade II	522306.32	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000024165.1		n	n	Candidatus Accumulibacter phosphatis	GCF_012939955.1	y	n
RefSoil_354	NC_013202.1	485914	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium	Halomicrobium mukohataei	Halomicrobium mukohataei DSM 12286	485914.16	y		GCF_000023965.1		y	n	Halomicrobium mukohataei DSM 12286	GCF_000023965.1	y	n
RefSoil_355	NC_013209.1	634452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Acetobacter pasteurianus IFO 3283-01	634452.17	y		GCF_000010825.1		y	n	Acetobacter pasteurianus IFO 3283-01	GCF_000010825.1	y	n
RefSoil_356	NC_013355.1	622759	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	Zymomonas mobilis subsp. mobilis NCIMB 11163	622759.11	y		GCF_000024245.1		y	n	Zymomonas mobilis subsp. mobilis NCIMB 11163	GCF_000024245.1	y	n
RefSoil_357	NC_013421.1	561231	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium wasabiae	Pectobacterium wasabiae WPP163	561231.14	y		GCF_000024645.1		y	n	Pectobacterium parmentieri WPP163	GCF_000024645.1	y	n
RefSoil_358	NC_013446.2	688245	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	Comamonas testosteroni CNB-2	688245.25	y		GCF_000241245.1		y	n	Comamonas thiooxydans	GCF_020886175.1	y	n
RefSoil_359	NC_013510.1	471852	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	Thermomonospora curvata DSM 43183	471852.14	y		GCF_000024385.1		y	n	Thermomonospora curvata DSM 43183	GCF_000024385.1	y	n
RefSoil_360	NC_013512.1	525898	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum deleyianum	Sulfurospirillum deleyianum DSM 6946	525898.15	y		GCF_000024885.1		y	y	Sulfurospirillum deleyianum DSM 6946	GCF_000024885.1	y	y
RefSoil_361	"NC_013525.1,NC_013526.1"	525904	Bacteria					Thermobaculum	Thermobaculum terrenum	Thermobaculum terrenum ATCC BAA-798	"525904.13,525904.14"	y		GCF_000025005.1		y	n	Thermobaculum terrenum ATCC BAA-798	GCF_000025005.1	y	n
RefSoil_362	NC_013530.1	446471	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica	Xylanimonas cellulosilytica DSM 15894	446471.12	y		GCF_000024965.1		y	n	Xylanimonas cellulosilytica DSM 15894	GCF_000024965.1	y	n
RefSoil_363	NC_013552.1	311424	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	Dehalococcoides mccartyi VS	311424.13	y		GCF_000025025.1		y	n	Dehalococcoides mccartyi VS	GCF_000025025.1	y	n
RefSoil_364	NC_013592.1	590409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya zeae	Dickeya dadantii Ech586	590409.12	y		GCF_000023565.1		y	n	Dickeya parazeae Ech586	GCF_000025065.1	y	n
RefSoil_365	NC_013595.1	479432	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum	Streptosporangium roseum DSM 43021	479432.12	y		GCF_000024865.1		y	n	Streptosporangium roseum DSM 43021	GCF_000024865.1	y	n
RefSoil_366	NC_013722.1	380358	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas albilineans	Xanthomonas albilineans GPE PC73	380358.9	y		GCF_000087965.2		y	n	Xanthomonas albilineans GPE PC73	GCF_000087965.2	y	n
RefSoil_367	NC_013729.1	479435	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	Kribbella flavida DSM 17836	479435.1	y		GCF_000024345.1		y	n	Kribbella flavida DSM 17836	GCF_000024345.1	y	n
RefSoil_368	NC_013743.1	543526	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica	Haloterrigena turkmenica DSM 5511	543526.19	y		GCF_000025325.1		y	n	Haloterrigena turkmenica DSM 5511	GCF_000025325.1	y	n
RefSoil_369	NC_013766.2	653938	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes 08-5578	653938.14	y		GCF_000093125.2		y	n	Listeria monocytogenes 08-5578	GCF_000093125.2	y	n
RefSoil_370	NC_013768.1	637381	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes 08-5923	637381.8	y		GCF_000022925.1		y	n	Listeria monocytogenes 08-5923	GCF_000022925.1	y	n
RefSoil_371	NC_013791.2	398511	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudofirmus	Bacillus pseudofirmus OF4	398511.15	y		GCF_029094545.1		y	n	Alkalihalophilus pseudofirmus OF4	GCF_000005825.2	y	n
RefSoil_372	NC_013850.1	640131	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	Klebsiella variicola At-22	640131.14	y		GCF_000025465.1		y	y	Klebsiella variicola At-22	GCF_000025465.1	y	y
RefSoil_373	NC_013854.1	137722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	Azospirillum sp. B510	137722.15	y		GCF_000010725.1		y	n	Azospirillum sp. B510	GCF_000010725.1	y	n
RefSoil_374	NC_013861.1	661367	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	Legionella longbeachae NSW150	661367.27	y		GCF_000091785.1		y	n	Legionella longbeachae NSW150	GCF_000091785.1	y	n
RefSoil_375	NC_013890.1	633145	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	Dehalococcoides mccartyi GT	633145.1	y		0		n	n	Dehalococcoides mccartyi GT	GCF_000341695.1	n	n
RefSoil_376	NC_013891.1	683837	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria seeligeri	Listeria seeligeri serovar 1/2b str. SLCC3954	683837.9	y		GCF_000027145.1		y	y	Listeria seeligeri serovar 1/2b str. SLCC3954	GCF_000027145.1	y	y
RefSoil_377	NC_013892.1	406818	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus bovienii	Xenorhabdus bovienii SS-2004	406818.11	y		GCF_000027225.1		y	n	Xenorhabdus bovienii SS-2004	GCF_000027225.1	y	n
RefSoil_378	NC_013921.1	580331	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus	Thermoanaerobacter italicus Ab9	580331.1	y		GCF_000025645.1		y	n	Thermoanaerobacter italicus Ab9	GCF_000025645.1	y	n
RefSoil_379	NC_013929.1	680198	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	Streptomyces scabiei 87.22	680198.28	y		GCF_000091305.1		y	n	Streptomyces scabiei 87.22	GCF_000091305.1	y	n
RefSoil_380	NC_013941.1	701177	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli O55:H7 str. CB9615	701177.14	y		GCF_000025165.1		y	y	Escherichia coli O55:H7 str. CB9615	GCF_000025165.1	y	y
RefSoil_381	NC_013943.1	522772	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	Denitrovibrio acetiphilus	Denitrovibrio acetiphilus DSM 12809	522772.11	y		GCF_000025725.1		y	n	Denitrovibrio acetiphilus DSM 12809	GCF_000025725.1	y	n
RefSoil_382	NC_013947.1	446470	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis	Stackebrandtia nassauensis DSM 44728	446470.11	y		GCF_000024545.1		y	n	Stackebrandtia nassauensis DSM 44728	GCF_000024545.1	y	n
RefSoil_383	NC_013961.1	665029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	Erwinia amylovora CFBP1430	665029.1	y		GCF_000091565.1		y	y	Erwinia amylovora CFBP1430	GCF_000091565.1	y	y
RefSoil_384	NC_013967.1	309800	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	Haloferax volcanii DS2	309800.35	y		GCF_000025685.1		y	n	Haloferax volcanii DS2	GCF_000025685.1	y	n
RefSoil_385	NC_013971.1	716540	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	Erwinia amylovora ATCC 49946	716540.11	y		GCF_000027205.1		y	n	Erwinia amylovora ATCC 49946	GCF_000027205.1	y	n
RefSoil_386	NC_014000.1	240292	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	Anabaena variabilis	Anabaena variabilis ATCC 29413	240292.39	y		GCF_000204075.1		y	y	Trichormus variabilis ATCC 29413	GCF_000204075.1	y	y
RefSoil_387	NC_014002.1	547558	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	Methanohalophilus mahii DSM 5219	547558.22	y		GCF_000025865.1		y	n	Methanohalophilus mahii DSM 5219	GCF_000025865.1	y	n
RefSoil_388	"NC_014006.1,NC_014013.1"	452662	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium japonicum	Sphingobium japonicum UT26S	"452662.28,452662.27"	y		GCF_000091125.1		y	n	Sphingobium indicum UT26S	GCF_000091125.1	y	n
RefSoil_389	NC_014019.1	545693	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	Bacillus megaterium QM B1551	545693.18	y		GCF_000025825.1		y	y	Priestia megaterium QM B1551	GCF_000025825.1	y	y
RefSoil_390	NC_014034.1	272942	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus	Rhodobacter capsulatus SB 1003	272942.26	y		GCF_000021865.1		y	n	Rhodobacter capsulatus SB 1003	GCF_000021865.1	y	n
RefSoil_391	NC_014100.1	509190	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis	Caulobacter segnis ATCC 21756	509190.1	y		GCF_000092285.1		y	n	Caulobacter segnis ATCC 21756	GCF_000092285.1	y	n
RefSoil_392	NC_014103.1	592022	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	Bacillus megaterium DSM 319	592022.21	y		GCF_000025805.1		y	n	Priestia megaterium DSM 319	GCF_000025805.1	y	n
RefSoil_393	"NC_014117.1,NC_014118.1,NC_014119.1"	640511	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		Burkholderia sp. CCGE1002	"640511.29,640511.28,640511.27"	y		GCF_000092885.1		y	n	Paraburkholderia atlantica	GCF_000092885.1	y	n
RefSoil_394	NC_014125.1	423212	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	Legionella pneumophila 2300/99 Alcoy	423212.7	y		GCF_000092625.1		y	n	Legionella pneumophila 2300/99 Alcoy	GCF_000092625.1	y	n
RefSoil_395	NC_014145.1	426114	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Thiomonas		Thiomonas arsenitoxydans	426114.11	y		GCF_000253115.1		y	n	Thiomonas arsenitoxydans	GCF_000253115.1	y	n
RefSoil_396	NC_014151.1	446466	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	Cellulomonas flavigena DSM 20109	446466.12	y		GCF_000092865.1		y	n	Cellulomonas flavigena DSM 20109	GCF_000092865.1	y	n
RefSoil_397	NC_014153.1	75379	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Thiomonas	Thiomonas intermedia	Thiomonas intermedia K12	75379.7	y		GCF_002028405.1		y	n	Thiomonas intermedia K12	GCF_002028405.1	y	n
RefSoil_398	NC_014158.1	521096	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella paurometabola	Tsukamurella paurometabola DSM 20162	521096.13	y		GCF_000092225.1		y	n	Tsukamurella paurometabola DSM 20162	GCF_000092225.1	y	n
RefSoil_399	NC_014166.1	572480	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter nitrofigilis	Arcobacter nitrofigilis DSM 7299	572480.13	y		GCF_000092245.1		y	n	Arcobacter nitrofigilis DSM 7299	GCF_000092245.1	y	n
RefSoil_400	NC_014171.1	714359	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis BMB171	714359.21	y		GCF_000092165.1		y	y	Bacillus thuringiensis BMB171	GCF_000092165.1	y	y
RefSoil_401	"NC_014210.1,NC_014211.1"	446468	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei	Nocardiopsis dassonvillei subsp. dassonville	"446468.22,446468.21"	y		GCF_000092985.1		y	n	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	GCF_000092985.1	y	n
RefSoil_402	NC_014215.1	754252	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii subsp	754252.31	y		GCF_900016155.1		y	n	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	GCF_000091725.1	y	n
